title,title_detail,links,link,summary,summary_detail,parss_primesponsor,parss_cosponsors,parss_lastaction,parss_enacted,parss_passedhouse,parss_passedsenate,published,published_parsed,id,guidislink
House Bill 599 Printer's Number 800,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 599 Printer's Number 800""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=599&pn=800'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=599&pn=800,"An Act amending Title 51 (Military Affairs) of the Pennsylvania Consolidated Statutes, in educational gratuity program, further providing for eligibility and qualification requirements....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 51 (Military Affairs) of the Pennsylvania Consolidated Statutes, in educational gratuity program, further providing for eligibility and qualification requirements....'}",Representative McNEILL,"CIRESI, HILL-EVANS, DELLOSO, MADDEN, PROBST, HADDOCK, KINSEY, SCHLOSSBERG, SANCHEZ, FLEMING and FREEMAN","Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:08:49 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=8, tm_sec=49, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB599P800,False
House Bill 598 Printer's Number 799,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 598 Printer's Number 799""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=598&pn=799'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=598&pn=799,"An Act amending the act of June 27, 2006 (1st Sp.Sess., P.L.1873, No.1), known as the Taxpayer Relief Act, in taxation by school districts, further providing for public referendum requirements for increasing certain taxes....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of June 27, 2006 (1st Sp.Sess., P.L.1873, No.1), known as the Taxpayer Relief Act, in taxation by school districts, further providing for public referendum requirements for increasing certain taxes....'}",Representative McNEILL,"SANCHEZ, MADDEN, BURGOS, DELLOSO, ROWE, JOZWIAK, KINSEY, CEPEDA-FREYTIZ and RADER","Referred to FINANCE,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:08:27 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=8, tm_sec=27, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB598P799,False
House Bill 597 Printer's Number 798,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 597 Printer's Number 798""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=597&pn=798'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=597&pn=798,"An Act amending the act of July 28, 1988 (P.L.556, No.101), known as the Municipal Waste Planning, Recycling and Waste Reduction Act, in powers and duties, further providing for powers and duties of counties....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of July 28, 1988 (P.L.556, No.101), known as the Municipal Waste Planning, Recycling and Waste Reduction Act, in powers and duties, further providing for powers and duties of counties....'}",Representative KIM,"MADDEN, SIEGEL, KINSEY, SANCHEZ, HILL-EVANS, SAPPEY, D. WILLIAMS, FREEMAN and GALLOWAY","Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:08:03 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=8, tm_sec=3, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB597P798,False
House Bill 596 Printer's Number 797,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 596 Printer's Number 797""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=596&pn=797'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=596&pn=797,"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for persons not to possess, use, manufacture, control, sell or transfer firearms and for sale or transfer of firearms and providing for Gun Violence Task Force in cities of the first class....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for persons not to possess, use, manufacture, control, sell or transfer firearms and for sale or transfer of firearms and providing for Gun Violence Task Force in cities of the first class....'}",Representative C. WILLIAMS,"WHITE, STAATS, MOUL, PICKETT, ARMANINI, TOMLINSON, ECKER, KEEFER, MARCELL, MIHALEK, SCHEMEL, JAMES and GILLEN","Referred to JUDICIARY,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:07:38 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=7, tm_sec=38, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB596P797,False
House Bill 595 Printer's Number 796,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 595 Printer's Number 796""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=595&pn=796'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=595&pn=796,"An Act amending Title 65 (Public Officers) of the Pennsylvania Consolidated Statutes, providing for legislators.","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 65 (Public Officers) of the Pennsylvania Consolidated Statutes, providing for legislators.'}",Representative SHUSTERMAN,"CIRESI, HOHENSTEIN, HILL-EVANS, HANBIDGE, GUENST, MADDEN, FLEMING, KINKEAD, CEPEDA-FREYTIZ, FLICK, BOROWSKI and KAZEEM","Referred to STATE GOVERNMENT,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:07:10 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=7, tm_sec=10, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB595P796,False
House Bill 594 Printer's Number 795,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 594 Printer's Number 795""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=594&pn=795'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=594&pn=795,"An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in miscellaneous provisions relating to operation of vehicles, further providing for the offense of depositing waste and other material on highway, property or waters....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in miscellaneous provisions relating to operation of vehicles, further providing for the offense of depositing waste and other material on highway, property or waters....'}",Representative SHUSTERMAN,"HOHENSTEIN, SANCHEZ, KENYATTA, MADDEN, PARKER, CIRESI, KIM, CEPEDA-FREYTIZ, KINSEY, GALLAGHER, CEPHAS, M. BROWN, BRENNAN, PASHINSKI, ARMANINI and TAKAC","Referred to TRANSPORTATION,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:06:43 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=6, tm_sec=43, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB594P795,False
House Bill 593 Printer's Number 794,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 593 Printer's Number 794""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=593&pn=794'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=593&pn=794,"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for Child and Adult Care Food Program Supplement; and making an appropriation....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for Child and Adult Care Food Program Supplement; and making an appropriation....'}",Representative SHUSTERMAN,"HILL-EVANS, MADDEN, SIEGEL, KINKEAD, HOWARD, GUENST, SANCHEZ, PARKER, D. WILLIAMS, OTTEN, HOHENSTEIN, KAZEEM and TAKAC","Referred to EDUCATION,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:06:17 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=6, tm_sec=17, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB593P794,False
House Bill 592 Printer's Number 793,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 592 Printer's Number 793""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=592&pn=793'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=592&pn=793,An Act providing for food desert opportunity zones and for food desert opportunity zone tax credits; and imposing powers and duties on the Department of Community and Economic Development and the Department of Revenue....,"{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act providing for food desert opportunity zones and for food desert opportunity zone tax credits; and imposing powers and duties on the Department of Community and Economic Development and the Department of Revenue....'}",Representative SHUSTERMAN,"KINSEY, CIRESI, SANCHEZ, MADDEN, HILL-EVANS, HOHENSTEIN, ROZZI, D. WILLIAMS, KINKEAD, PASHINSKI, STURLA, HOWARD, CONKLIN, KAZEEM, BOROWSKI and TAKAC","Referred to FINANCE,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:05:39 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=5, tm_sec=39, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB592P793,False
House Bill 591 Printer's Number 792,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 591 Printer's Number 792""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=591&pn=792'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=591&pn=792,"An Act amending the act of May 3, 1933 (P.L.242, No.86), referred to as the Cosmetology Law, further providing for definitions, for practice without license prohibited, for eligibility requirements for examination, for limited licenses, for requirements of a school of cosmetology, for practice in licensed salons only, for booth rental prohibited, for fees, for duration and renewal of licenses and for penalties....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of May 3, 1933 (P.L.242, No.86), referred to as the Cosmetology Law, further providing for definitions, for practice without license prohibited, for eligibility requirements for examination, for limited licenses, for requirements of a school of cosmetology, for practice in licensed salons only, for booth rental prohibited, for fees, for duration and renewal of licenses and for penalties....'}",Representative KEEFER,"JAMES, KAUFFMAN, STAATS, HAMM, R. MACKENZIE, ZIMMERMAN, ROWE and LEADBETER","Referred to PROFESSIONAL LICENSURE,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:05:03 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=5, tm_sec=3, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB591P792,False
House Bill 590 Printer's Number 791,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 590 Printer's Number 791""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=590&pn=791'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=590&pn=791,"An Act amending the act of May 22, 1951 (P.L.317, No.69), known as The Professional Nursing Law, further providing for examinations and certificates; and abrogating regulations....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of May 22, 1951 (P.L.317, No.69), known as The Professional Nursing Law, further providing for examinations and certificates; and abrogating regulations....'}",Representative KEEFER,"ROAE, JAMES, ROSSI, STAMBAUGH, GUENST, KAUFFMAN, STAATS, HAMM, M. MACKENZIE, TWARDZIK, CIRESI, LEADBETER, FINK, PICKETT, GROVE, B. MILLER, GLEIM, ROWE, GILLEN, D. WILLIAMS and OTTEN","Referred to PROFESSIONAL LICENSURE,  March 21, 2023",NO,NO,NO,"Tue, 04 Apr 2023 11:04:22 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=11, tm_min=4, tm_sec=22, tm_wday=1, tm_yday=94, tm_isdst=0)",20230HB590P791,False
House Resolution 64 Printer's Number 790,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Resolution 64 Printer's Number 790""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=64&pn=790'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=64&pn=790,"A Resolution recognizing the week of April 16 through 22, 2023, as ""National Volunteer Week"" in Pennsylvania.","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'A Resolution recognizing the week of April 16 through 22, 2023, as ""National Volunteer Week"" in Pennsylvania.'}",Representative TWARDZIK,"OBERLANDER, KINSEY, PICKETT, STAATS, BARTON, WATRO, CONKLIN, STEHR, ROWE and GILLEN","Referred to STATE GOVERNMENT,  April 3, 2023",NO,NO,NO,"Mon, 03 Apr 2023 14:55:22 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=3, tm_hour=14, tm_min=55, tm_sec=22, tm_wday=0, tm_yday=93, tm_isdst=0)",20230HR64P790,False
House Bill 827 Printer's Number 789,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Bill 827 Printer's Number 789""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=827&pn=789'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=827&pn=789,"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for Delayed Payment Plan Program; establishing the Delayed Payment Plan Program Fund; and imposing duties on the Pennsylvania Higher Education Assistance Agency....","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for Delayed Payment Plan Program; establishing the Delayed Payment Plan Program Fund; and imposing duties on the Pennsylvania Higher Education Assistance Agency....'}",Representative PASHINSKI,,"Referred to EDUCATION,  April 3, 2023",NO,NO,NO,"Mon, 03 Apr 2023 14:55:07 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=3, tm_hour=14, tm_min=55, tm_sec=7, tm_wday=0, tm_yday=93, tm_isdst=0)",20230HB827P789,False
House Resolution 63 Printer's Number 788,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': ""House Resolution 63 Printer's Number 788""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=63&pn=788'}]",https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=63&pn=788,A Resolution urging the Congress of the United States to amend the Military Selective Service Act to require both men and women to register for the draft....,"{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/HouseBills.xml', 'value': 'A Resolution urging the Congress of the United States to amend the Military Selective Service Act to require both men and women to register for the draft....'}",Representative GIRAL,"MADDEN, SANCHEZ, D. WILLIAMS and BURGOS","Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  April 3, 2023",NO,NO,NO,"Mon, 03 Apr 2023 11:53:29 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=3, tm_hour=11, tm_min=53, tm_sec=29, tm_wday=0, tm_yday=93, tm_isdst=0)",20230HR63P788,False
